Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
4,HA,CY112289,Yes,1734,H3N2,1971,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/107/1971(H3N2)
4,HA,CY006683,Yes,1727,H3N2,1971,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/46/1971
4,HA,EF493185,No,1701,H3N2,1971,IRD:Human,China,-N/A-,-N/A-,A/kunke/1/71(H3N2)
4,HA,J02132,Yes,1765,H3N2,1971,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/1/1971
4,HA,CY002496,Yes,1741,H3N2,1971,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/1/1971
4,HA,AB298687,No,1701,H3N2,1971,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/1/71(H3N2)
4,HA,CY021597,Yes,1724,H3N2,1971,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/3/1971(H3N2)
4,HA,CY112305,Yes,1734,H3N2,1972,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/21793/1972
4,NL,CY077820*,Yes,1756,H3N2,1972,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/21793/1972(H3N2)
4,HA,CY113077,Yes,1738,H3N2,1972,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/23290/1972
4,HA,CY112313,Yes,1735,H3N2,1972,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/23337/1972
4,HA,CY112297,Yes,1734,H3N2,1972,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/6022/1972
4,HA,CY113085,Yes,1734,H3N2,1972,IRD:Human,United Kingdom,-N/A-,-N/A-,A/England/42/1972
4,HA,CY121157,Yes,1740,H3N2,1972,IRD:Human,United Kingdom,-N/A-,-N/A-,A/England/42/1972
4,HA,CY009356,No,1723,H3N2,1972,IRD:Human,United Kingdom,-N/A-,-N/A-,A/England/72(H3N2)
4,HA,CY007971,Yes,1733,H3N2,1972,IRD:Human,China,-N/A-,-N/A-,A/Guandong/243/1972
4,HA,CY006307,No,1724,H3N2,1972,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/50/1972
4,HA,CY003552,Yes,1740,H3N2,1972,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/6/1972
4,HA,CY008676*,No,1724,H3N2,1972,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/101/1972(H3N2)
4,HA,CY002096,Yes,1741,H3N2,1972,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/102/1972
4,HA,CY008460,Yes,1724,H3N2,1972,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/103/1972
4,HA,CY008684,Yes,1724,H3N2,1972,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/105/1972(H3N2)
4,HA,CY002744,Yes,1748,H3N2,1972,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/109/1972
4,HA,CY009636,Yes,1724,H3N2,1972,IRD:Human,Russia,-N/A-,-N/A-,A/udorn/1972(H3N2)
4,HA,DQ508929,Yes,1701,H3N2,1972,IRD:Human,Russia,-N/A-,-N/A-,A/Udorn/307/1972(H3N2)
4,HA,AX350190,Yes,1765,H3N2,1972,IRD:Human,Russia,-N/A-,-N/A-,A/Udorn/307/1972(H3N2)
4,HA,AX350204,Yes,1764,H3N2,1972,IRD:Human,Russia,-N/A-,-N/A-,A/Udorn/307/1972(H3N2)
4,HA,M54895,No,1765,H3N2,1972,IRD:Human,Russia,-N/A-,-N/A-,A/Udorn/307/72
4,HA,CY113101,Yes,1735,H3N2,1973,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/3517/1973
4,HA,CY113093,Yes,1738,H3N2,1973,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/552/1973
4,HA,CY112321,Yes,1737,H3N2,1973,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/748/1973
4,HA,CY003528,Yes,1740,H3N2,1973,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/11/1973(H3N2)
4,HA,CY009004,Yes,1740,H3N2,1973,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/33/1973
4,HA,CY006811,Yes,1724,H3N2,1973,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/3/1973
4,HA,CY113109,Yes,1738,H3N2,1973,IRD:Human,New Zealand,-N/A-,-N/A-,A/Port Chalmers/1/1973
4,HA,CY009348,Yes,1724,H3N2,1973,IRD:Human,New Zealand,-N/A-,-N/A-,A/Port Chalmers/1/1973
4,HA,CY121181,Yes,1740,H3N2,1973,IRD:Human,New Zealand,-N/A-,-N/A-,A/Port Chalmers/1/1973(H3N2)
4,HA,CY147430,Yes,1737,H3N2,1973,IRD:Human,New Zealand,-N/A-,-N/A-,A/Port Chalmers/JY2/1973(H3N2)
4,HA,CY021093,Yes,1719,H3N2,1974,IRD:Human,USA,New York,-N/A-,A/Albany/20/1974(H3N2)
4,HA,CY112329,Yes,1733,H3N2,1974,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/5146/1974
4,HA,CY113117,Yes,1734,H3N2,1974,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/5930/1974
4,HA,CY113125,Yes,1734,H3N2,1974,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/5931/1974
4,HA,CY113133,Yes,1738,H3N2,1974,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/7398/1974
4,HA,CY113141,Yes,1738,H3N2,1974,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/9459/1974
4,HA,CY003496,Yes,1738,H3N2,1974,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/14/1974
4,HA,CY006907,Yes,1740,H3N2,1974,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/49/1974
4,HA,CY006715,Yes,1724,H3N2,1974,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/101/1974
4,HA,CY006819,No,1724,H3N2,1974,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/102/1974
4,HA,CY006827,Yes,1724,H3N2,1974,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/103/1974
4,HA,CY021077,Yes,1720,H3N2,1975,IRD:Human,USA,New York,-N/A-,A/Albany/42/1975(H3N2)
4,HA,CY006044,Yes,1764,H3N2,1975,IRD:Human,China,-N/A-,-N/A-,A/Beijing/39/1975
4,HA,CY113157,Yes,1734,H3N2,1975,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/1843/1975
4,HA,CY113165,Yes,1732,H3N2,1975,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/2600/1975
4,HA,CY113173,Yes,1735,H3N2,1975,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/2813/1975
4,HA,CY113149,Yes,1736,H3N2,1975,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/334/1975
4,HA,CY112337,Yes,1735,H3N2,1975,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/4273/1975
4,HA,CY003728,Yes,1725,H3N2,1975,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/43/1975(H3N2)
4,HA,CY113181,Yes,1740,H3N2,1975,IRD:Human,Australia,-N/A-,-N/A-,A/Victoria/3/1975
4,HA,CY121197,Yes,1743,H3N2,1975,IRD:Human,Australia,-N/A-,-N/A-,A/Victoria/3/1975
4,HA,V01086,Yes,1768,H3N2,1975,IRD:Human,Australia,-N/A-,-N/A-,A/Victoria/3/1975
4,HA,V01098,Yes,1768,H3N2,1975,IRD:Human,Australia,-N/A-,-N/A-,A/Victoria/3/75(H3N2)
4,HA,CY021941,Yes,1728,H3N2,1976,IRD:Human,USA,New York,-N/A-,A/Albany/1/1976(H3N2)
4,HA,CY021829,Yes,1724,H3N2,1976,IRD:Human,USA,New York,-N/A-,A/Albany/15/1976(H3N2)
4,HA,CY113197,Yes,1735,H3N2,1976,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/1761/1976
4,NL,CY077793,Yes,1755,H3N2,1976,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/1761/1976(H3N2)
4,HA,KC296467,Yes,1765,H3N2,1976,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/2271/1976
4,HA,CY113205,Yes,1735,H3N2,1976,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/5029/1976
4,HA,CY113213,Yes,1734,H3N2,1976,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/5657/1976
4,HA,CY113189,Yes,1734,H3N2,1976,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/628/1976
4,HA,CY113221,Yes,1738,H3N2,1976,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/6545/1976
4,HA,CY006883,Yes,1724,H3N2,1976,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/103/1976
4,HA,CY022309,Yes,1726,H3N2,1976,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/104/1976(H3N2)
4,HA,CY009060,No,1724,H3N2,1976,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/105/1976(H3N2)
4,HA,CY008692,No,1724,H3N2,1976,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/106/1976
4,HA,CY008700,No,1724,H3N2,1976,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/108/1976
4,HA,CY006835,Yes,1724,H3N2,1976,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/110/1976
4,HA,CY006723,Yes,1724,H3N2,1976,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/137/1976
4,HA,CY021101,Yes,1724,H3N2,1977,IRD:Human,USA,New York,-N/A-,A/Albany/4/1977(H3N2)
4,HA,CY113229,Yes,1734,H3N2,1977,IRD:Human,Netherlands,-N/A-,-N/A-,A/Amsterdam/1609/1977
4,HA,CY113237,Yes,1734,H3N2,1977,IRD:Human,Netherlands,-N/A-,-N/A-,A/Bilthoven/3895/1977
4,HA,X05907,No,1762,H3N2,1977,IRD:Human,United Kingdom,-N/A-,-N/A-,A/England/321/1977
4,HA,CY006731,Yes,1721,H3N2,1977,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/1/1977
4,HA,CY008115,Yes,1721,H3N2,1977,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/2/1977
4,HA,CY006739,Yes,1721,H3N2,1977,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/3/1977
4,HA,CY008123,Yes,1721,H3N2,1977,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/4/1977
4,HA,CY006843,No,1721,H3N2,1977,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/5/1977
4,HA,CY006763,No,1724,H3N2,1977,IRD:Human,China,-N/A-,-N/A-,A/Nanjing/49/1977
4,HA,CY113245,Yes,1725,H3N2,1977,IRD:Human,Netherlands,-N/A-,-N/A-,A/Rotterdam/5828/1977
4,HA,CY113253,Yes,1735,H3N2,1977,IRD:Human,Netherlands,-N/A-,-N/A-,A/Rotterdam/8179/1977
4,HA,CY113261,Yes,1732,H3N2,1977,IRD:Human,USA,Texas,-N/A-,A/Texas/1/1977
4,HA,CY120992,Yes,1737,H3N2,1977,IRD:Human,USA,Texas,-N/A-,A/Texas/1/1977
4,HA,CY020221,Yes,1722,H3N2,1978,IRD:Human,USA,New York,-N/A-,A/Albany/14/1978(H3N2)
4,HA,CY006699,Yes,1721,H3N2,1978,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/12/1978
4,HA,CY020325,No,1721,H3N2,1978,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/16/1978(H3N2)
4,HA,CY006707,Yes,1721,H3N2,1978,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/18/1978
4,HA,CY007611,No,1717,H3N2,1978,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/19/1978
4,HA,CY006691,Yes,1721,H3N2,1978,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/2/1978
4,HA,DQ508825,Yes,1701,H3N2,1979,IRD:Human,Thailand,-N/A-,-N/A-,A/Bangkok/01/1979(H3N2)
4,HA,CY114429,Yes,1737,H3N2,1979,IRD:Human,Thailand,-N/A-,-N/A-,A/Bangkok/1/1979
4,HA,CY121000,Yes,1737,H3N2,1979,IRD:Human,Thailand,-N/A-,-N/A-,A/Bangkok/1/1979
4,HA,CY006043*,Yes,1749,H3N2,1980,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/45/1980(H3N2)
4,HA,CY003488,Yes,1737,H3N2,1980,IRD:Human,Hong Kong,-N/A-,-N/A-,A/Hong Kong/46/1980
4,HA,CY008660,No,1721,H3N2,1980,IRD:Human,USA,Tennessee,-N/A-,A/Memphis/1/1980(H3N2)
